ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"159.138.43.96","elite","AS136907","HK","Huawei International Pte. Ltd.","257","N/A","1080","socks5","1325","1","2023-02-06T05:09:06.540Z","88","857","976"
"103.66.177.169","elite","AS135578","BD","Dhaka Information Technology","198","N/A","32251","socks4","1332","1","2023-02-06T05:09:06.790Z","35","343","980"
"45.115.115.145","elite","AS55828","BD","Drik ICT Ltd","185","Drik ICT Ltd","31141","socks4","1628","1","2023-02-06T05:09:06.506Z","95","940","992"
"143.255.141.113","elite","AS61512","PY","GIG@NET SOCIEDAD ANONIMA","214","GIG@NET SOCIEDAD ANONIMA","5678","socks4","1272","1","2023-02-06T05:09:06.512Z","100","991","992"
"103.38.205.3","elite","AS45916","IN","gtpl hariom world vision","132","Gtpl Broadband Pvt. Ltd.","5678","socks4","1425","1","2023-02-06T05:09:06.168Z","99","982","987"
"170.80.71.78","elite","AS263905","BR","New Group Telecomunicacoes LTDA","180","New Group Telecomunicacoes LTDA","5678","socks4","1628","1","2023-02-06T05:09:06.507Z","99","950","959"
"159.192.233.69","elite","AS131090","TH","CAT-BB","172","N/A","4145","socks5","1310","1","2023-02-06T05:09:06.507Z","76","727","958"
"201.147.86.225","elite","AS8151","MX","Uninet S.A. de C.V","167","Gestión de direccionamiento UniNet","3128","socks4","1283","1","2023-02-06T05:09:06.540Z","99","968","973"
"118.140.244.240","elite","AS9304","HK","HGC Global Communications Limited","215","HGC Global Communications Limited","38157","socks4","1290","1","2023-02-06T05:09:06.508Z","99","942","947"
"31.43.63.70","elite","AS50581","UA","Ukrainian Telecommunication Group LLC","43","UTELECOMUA B2","4145","socks4","1563","1","2023-02-06T05:09:06.148Z","89","884","992"
"200.212.2.71","elite","AS4230","BR","Claro S.A.","240","Claro S.A","61283","socks4","1489","1","2023-02-06T05:09:06.149Z","99","960","967"
"66.29.128.245","elite","AS22612","US","Namecheap, Inc.","133","Namecheap, Inc.","37228","socks5","1137","1","2023-02-06T05:09:05.360Z","100","978","978"
"43.153.52.178","elite","AS132203","US","Shenzhen Tencent Computer Systems Company Limited","152","Tencent Cloud Computing","443","socks5","1462","1","2023-02-06T05:09:05.780Z","33","316","954"
"1.4.195.114","elite","AS23969","TH","TOT Public Company Limited","159","TOT Public Company Limited","4145","socks4","1538","1","2023-02-06T05:09:05.358Z","100","989","991"
"185.6.104.150","elite","AS42560","BA","Telemach d.o.o. Sarajevo","34","Telemach","5678","socks4","1398","1","2023-02-06T05:09:05.382Z","100","987","991"
"105.213.94.64","elite","AS16637","ZA","MTN SA","187","MTN SA","5678","socks4","1147","1","2023-02-06T05:09:05.360Z","95","879","930"
"23.228.98.157","elite","AS46573","US","LayerHost","137","LayerHost","80","socks5","1640","1","2023-02-06T05:09:05.376Z","83","777","933"
"208.102.51.6","elite","AS6181","US","Fuse Internet Access","158","Fuse Internet Access - MH2+","58208","socks5","1653","1","2023-02-06T05:09:05.376Z","87","798","917"
"167.172.119.162","elite","AS14061","US","DigitalOcean, LLC","149","DigitalOcean, LLC","7497","socks5","1451","1","2023-02-06T05:09:05.381Z","100","989","991"
"200.58.74.6","elite","AS27839","BO","Comteco Ltda","195","Comteco Ltda","5678","socks4","1387","1","2023-02-06T05:09:05.382Z","99","952","957"
"182.75.220.186","elite","AS9498","IN","Bharti Airtel","180","Bharti Airtel Ltd","40637","socks4","1521","1","2023-02-06T05:09:05.359Z","83","780","937"
"138.201.92.34","elite","AS24940","DE","Hetzner Online GmbH","17","Hetzner","1080","socks5","1162","1","2023-02-06T05:09:05.360Z","95","832","875"
"36.91.45.10","elite","AS7713","ID","PT. Telekomunikasi Indonesia","234","Telekomunikasi Indonesia","51299","socks4","1114","1","2023-02-06T05:09:05.361Z","94","932","989"
"77.46.138.153","elite","AS8400","RS","TELEKOM-SRBIJA","36","N/A","33608","socks4","1178","1","2023-02-06T05:09:05.359Z","100","969","969"
"114.99.8.172","elite","AS4134","CN","Chinanet","240","Chinanet AH","8004","socks4","1357","1","2023-02-06T05:09:05.383Z","56","530","954"
"72.52.131.65","elite","AS32244","US","Liquid Web, L.L.C","99","SourceDNS","80","socks5","1126","1","2023-02-06T05:09:04.967Z","98","933","956"
"200.170.196.94","elite","AS11432","BR","Telium TelecomunicaÔÔes Ltda","197","Telium Telecomunicações Ltda","1080","socks4","1166","1","2023-02-06T05:09:04.943Z","98","973","989"
"51.77.65.164","elite","AS16276","DE","OVH SAS","10","OVH GmbH","31979","socks4","1538","1","2023-02-06T05:09:04.512Z","100","935","936"
"103.233.152.202","elite","AS17451","ID","BIZNET","201","N/A","4153","socks4","1511","1","2023-02-06T05:09:04.965Z","99","982","991"
"179.189.196.52","elite","AS52626","BR","NovaNet Provedor e Web Ltda","581","NovaNet Provedor e Web Ltda","5678","socks4","1498","1","2023-02-06T05:09:04.513Z","56","510","918"
"197.234.13.12","elite","AS36902","SC","Intelvision","166","Intelvision Ltd","4145","socks4","1241","1","2023-02-06T05:09:04.942Z","99","964","970"
"68.183.183.51","elite","AS14061","SG","DigitalOcean, LLC","162","DigitalOcean, LLC","7777","socks4","1299","1","2023-02-06T05:09:04.972Z","98","896","912"
"195.154.43.184","elite","AS12876","FR","Online S.A.S.","1","ONLINE","49332","socks5","1257","1","2023-02-06T05:09:04.940Z","98","899","913"
"177.66.59.130","elite","AS28198","BR","Sempre Telecomunicacoes Ltda","771","Sempre Telecomunicacoes Ltda","4153","socks4","1206","1","2023-02-06T05:09:04.402Z","87","802","918"
"80.191.169.76","elite","AS58224","IR","Information Technology Company","128","Azad University of Anar","4145","socks4","1264","1","2023-02-06T05:09:04.401Z","81","803","987"
"41.223.234.2","elite","AS37008","BF","Alink Telecom Faso v","100","N/A","80","socks4","1598","1","2023-02-06T05:09:04.971Z","99","965","977"
"185.198.56.73","elite","AS60117","RO","HostSailor","43","HostSailor RO Services","47910","socks4","1548","1","2023-02-06T05:09:04.511Z","66","588","888"
"5.1.104.67","elite","AS198735","IQ","HRiNS network","97","HRiNS For","33041","socks4","1210","1","2023-02-06T05:09:04.944Z","100","992","992"
"37.99.224.225","elite","AS48500","IT","INC-LOW","37","N/A","7497","socks5","1323","1","2023-02-06T05:09:04.972Z","98","924","940"
"177.105.68.82","elite","AS262637","BR","Netprimus Tecnologia Ltda","187","Netprimus Tecnologia Ltda","4153","socks4","1218","1","2023-02-06T05:09:04.401Z","100","976","977"
"80.232.253.108","elite","AS12578","LV","LATTELEKOM","41","Bridge Group","4153","socks4","1186","1","2023-02-06T05:09:04.944Z","100","968","968"
"80.53.84.14","elite","AS5617","PL","Orange Polska Spolka Akcyjna","54","Telekomunikacja Polska S.A.","8080","socks4","1322","1","2023-02-06T05:09:03.627Z","92","830","900"
"117.69.234.40","elite","AS4134","CN","Chinanet","242","Chinanet AH","2829","socks4","1262","1","2023-02-06T05:09:03.970Z","12","114","956"
"183.89.117.134","elite","AS45629","TH","Triple T Broadband Public Company Limited","174","Triple T Broadband Public Company Limited","4145","socks4","1196","1","2023-02-06T05:09:03.265Z","100","984","987"
"177.38.5.217","elite","AS52964","BR","FÁBIO MENDES DIAS LTDA ME","223","FÁBIO MENDES DIAS LTDA ME","4153","socks4","1348","1","2023-02-06T05:09:03.243Z","92","882","958"
"202.159.107.17","elite","AS9340","ID","PT IndoInternet","171","N/A","443","socks4","1327","1","2023-02-06T05:09:03.244Z","99","920","932"
"211.144.20.13","elite","AS4808","CN","China Unicom Beijing Province Network","247","Bgtelecom","8080","socks4","1213","1","2023-02-06T05:09:03.630Z","98","895","912"
"212.83.142.114","elite","AS12876","FR","Online S.A.S.","1","ONLINE","32344","socks5","1305","1","2023-02-06T05:09:03.628Z","100","972","972"
"77.46.138.37","elite","AS8400","RS","TELEKOM-SRBIJA","34","N/A","33608","socks4","1315","1","2023-02-06T05:09:03.969Z","100","990","990"
"197.234.13.32","elite","AS36902","SC","Intelvision","169","Intelvision Ltd","4145","socks4","1292","1","2023-02-06T05:09:03.628Z","99","896","904"
"104.129.205.15","elite","AS22616","US","ZSCALER, INC.","92","Zscaler, Inc.","10289","socks5","1222","1","2023-02-06T05:09:03.637Z","98","973","989"
"51.159.134.210","anonymous","AS12876","FR","SCALEWAY","1","ONLINE","3128","http","1322","1234","2023-02-06T05:09:03.246Z","100","870","870"
"143.198.152.50","elite","AS14061","US","DigitalOcean, LLC","149","DigitalOcean, LLC","12345","socks5","1242","1","2023-02-06T05:09:03.971Z","43","405","946"
"45.7.177.223","elite","AS266626","BR","Litoral Telecom","200","Litoral Telecom","39867","socks4","1304","1","2023-02-06T05:09:03.969Z","99","945","953"
"131.221.182.14","elite","AS52746","BR","Primanet Internet LTDA","203","Primanet Internet LTDA","4153","socks4","1261","1","2023-02-06T05:09:03.246Z","79","779","992"
"177.184.67.1","elite","AS52898","BR","Multipla Serviços Inteligentes","238","Multipla Serviços Inteligentes","4145","socks4","1201","1","2023-02-06T05:09:03.630Z","100","949","950"
"201.220.140.145","anonymous","AS27884","HN","Cablecolor S.A.","131","Globalnet.hn","999","http","1415","407","2023-02-06T05:09:03.247Z","100","970","972"
"189.36.201.230","elite","AS28308","BR","Orion Telecomunicações Comercio e Serviços LTDA","156","Orion Telecomunicações Comercio e Serviços LTDA","5678","socks4","1299","1","2023-02-06T05:09:03.245Z","97","965","991"
"177.105.68.171","elite","AS262637","BR","Netprimus Tecnologia Ltda","186","Netprimus Tecnologia Ltda","4153","socks4","1337","1","2023-02-06T05:09:03.243Z","100","925","926"
"80.75.3.98","elite","AS25184","IR","Afranet","98","Petro Sakht Chehelsoton","5678","socks4","1236","1","2023-02-06T05:09:03.629Z","100","928","932"
"187.157.30.202","elite","AS8151","MX","Uninet S.A. de C.V.","155","Uninet S.A. de C.V.","4153","socks4","1376","1","2023-02-06T05:09:03.241Z","99","969","978"
"27.123.1.37","elite","AS45706","ID","PT Tele Globe Global","165","N/A","4153","socks4","1248","1","2023-02-06T05:09:03.629Z","99","970","977"
"116.118.98.21","elite","AS7602","VN","Saigon Postel Corporation","351","N/A","5678","socks4","1223","1","2023-02-06T05:09:03.971Z","97","933","965"
"139.159.118.14","elite","AS63199","CN","Capitalonline Data Service Co., LTD","110","CNISP-Union Technology (Beijing) Co., Ltd","5678","socks4","1361","1","2023-02-06T05:09:03.242Z","100","987","990"
"85.117.63.99","elite","AS20771","GE","Caucasus Online Ltd.","61","Caucasus","4153","socks4","1235","1","2023-02-06T05:09:03.264Z","99","981","990"
"203.76.110.186","elite","AS23688","BD","Link3 Technologies Limited","205","Corporate Subscriber","4145","socks4","1272","1","2023-02-06T05:09:03.970Z","16","154","980"
"75.119.206.48","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","15745","socks4","1226","1","2023-02-06T05:09:03.629Z","100","970","971"
"176.126.136.74","elite","AS56600","UA","Cyberlan Ltd.","48","Cyberlan Ltd","5678","socks4","1314","1","2023-02-06T05:09:03.244Z","94","825","875"
"45.233.1.1","elite","AS267303","BR","Centro Oeste Provedor","223","Centro Oeste Provedor","4153","socks4","1506","1","2023-02-06T05:09:03.997Z","100","990","991"
"89.190.43.240","elite","AS12570","CZ","Nej.cz s.r.o.","32","Pribyslav","5678","socks4","1385","1","2023-02-06T05:09:02.876Z","100","891","893"
"110.34.166.180","elite","AS45652","SG","VPLS, Inc.","239","Vpls Sin1","4153","socks4","1333","1","2023-02-06T05:09:02.530Z","100","989","992"
"178.162.202.44","elite","AS28753","DE","Leaseweb Deutschland GmbH","20","Leaseweb Deutschland GmbH","2261","socks4","1275","1","2023-02-06T05:09:02.547Z","100","990","991"
"203.6.226.172","elite","AS58519","CN","Cloud Computing Corporation","219","Chinanet GD","8888","socks4","1374","1","2023-02-06T05:09:02.529Z","52","502","971"
"168.119.209.189","elite","AS24940","DE","Hetzner Online GmbH","16","Hetzner","60006","socks5","1294","1","2023-02-06T05:09:02.192Z","100","951","951"
"93.157.234.178","elite","AS47914","RU","OOO Creative Direct Marketing Solutions","52","SSP Ltd","8080","socks4","1239","1","2023-02-06T05:09:02.549Z","99","873","883"
"170.82.231.253","elite","AS266458","BR","Megganet Internet E Informatica Ltda","182","Megganet Internet E Informatica Ltda","4153","socks4","1228","1","2023-02-06T05:09:02.549Z","99","986","991"
"201.140.116.170","elite","AS18734","MX","Operbes, S.A. de C.V.","148","Operbes, S.A. de C.V","4153","socks4","1371","1","2023-02-06T05:09:02.876Z","100","990","991"
"197.234.13.60","elite","AS36902","SC","Intelvision","170","Intelvision Ltd","4145","socks4","1414","1","2023-02-06T05:09:02.528Z","99","949","954"
"193.252.50.1","elite","AS3215","FR","Orange","14","N/A","3820","socks5","1327","1","2023-02-06T05:09:02.191Z","95","914","961"
"212.156.86.130","elite","AS9121","TR","Turk Telekomunikasyon A.S","66","TurkTelekom","4145","socks4","1391","1","2023-02-06T05:09:02.541Z","99","977","989"
"172.67.35.15","elite","AS13335","US","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks4","1251","1","2023-02-06T05:09:02.544Z","100","876","876"
"185.43.249.148","elite","AS62206","UA","Pitline ltd","47","N/A","39316","socks4","1430","1","2023-02-06T05:09:02.875Z","97","927","956"
"81.12.104.36","elite","AS42337","IR","Respina Networks & Beyond PJSC","90","Respina Networks","3629","socks4","1390","1","2023-02-06T05:09:02.529Z","98","963","982"
"185.83.252.11","elite","AS200899","MK","INTERSPACE S1","37","N/A","59311","socks4","1399","1","2023-02-06T05:09:02.185Z","100","992","993"
"103.228.246.30","elite","AS59282","ID","Giga Patra Multimedia","198","N/A","5678","socks4","1181","1","2023-02-06T05:09:02.893Z","97","965","992"
"27.151.158.87","elite","AS4134","CN","Chinanet","214","Chinanet FJ","2829","socks5","1252","1","2023-02-06T05:09:02.548Z","28","258","917"
"66.97.44.122","elite","AS27823","AR","Dattatec.com","220","Dattatec Corp","8080","socks4","1178","1","2023-02-06T05:09:01.392Z","98","950","968"
"200.111.182.6","anonymous","AS27651","CL","Entel Chile S.A.","227","Entel Chile S.A","443","http","1281","744","2023-02-06T05:09:01.395Z","98","859","875"
"41.79.149.161","elite","AS37403","ZA","Info-Gro (PTY) Ltd","175","Info-Gro (PTY) Ltd","5678","socks4","1303","1","2023-02-06T05:09:01.016Z","99","984","993"
"181.48.63.206","elite","AS14080","CO","Telmex Colombia S.A.","132","Telmex Colombia S.A.","4153","socks4","1168","1","2023-02-06T05:09:01.393Z","94","929","992"
"202.144.157.1","elite","AS18024","BT","Bhutan Telecom Ltd","161","SCC","9009","socks4","1384","1","2023-02-06T05:09:01.817Z","98","973","990"
"177.85.205.177","elite","AS52554","BR","S. A. da Silva Junior","180","S. A. da Silva Junior","3629","socks4","1206","1","2023-02-06T05:09:01.820Z","100","979","982"
"109.224.12.170","elite","AS203214","IQ","Hulum Almustakbal Company for Communication Engineering and Services Ltd","90","EarthLink Ltd. Communications&","52015","socks4","1224","1","2023-02-06T05:09:01.391Z","98","975","992"
"212.126.5.245","elite","AS8364","PL","Institute of Bioorganic Chemistry Polish Academy of Science","27","Pozman ZOO","42344","socks4","1199","1","2023-02-06T05:09:01.392Z","100","988","990"
"165.225.80.214","elite","AS62044","GB","Zscaler Switzerland GmbH","8","Zscaler, Inc.","10605","socks4","1403","1","2023-02-06T05:09:01.015Z","98","971","991"
"14.141.37.75","elite","AS4755","IN","Tata Communications Limited","127","Tata Communications Limited","5678","socks4","1213","1","2023-02-06T05:09:01.392Z","100","984","986"
"102.66.232.122","elite","AS328471","ZA","HERO TELECOMS (PTY) LTD","220","Herotel","5678","socks4","1273","1","2023-02-06T05:09:01.848Z","86","821","960"
"80.59.233.178","elite","AS3352","ES","Telefonica de Espana SAU","29","RIMA (Red IP Multi Acceso)","60008","socks4","1303","1","2023-02-06T05:09:00.633Z","100","923","925"
"103.117.192.14","elite","AS137967","BD","DigiCon Telecommunication Ltd","204","DigiCon Telecommunication Ltd","80","http","1288","1067","2023-02-06T05:09:00.998Z","99","891","897"
"112.199.95.122","elite","AS9658","PH","Eastern Telecommunications Philippines","313","Eastern Telecommunications Philippines, Inc","8080","socks4","1127","1","2023-02-06T05:09:00.647Z","100","957","960"
"82.103.118.42","elite","AS8717","BG","A1 Bulgaria EAD","42","A1 Bulgaria EAD","1099","socks4","1201","1","2023-02-06T05:09:00.994Z","100","988","991"
"47.90.202.21","elite","AS45102","US","Alibaba.com LLC","79","ALICLOUD-US","24005","socks5","1315","1","2023-02-06T05:09:00.227Z","63","553","881"
"116.63.128.247","elite","AS134542","CN","China Unicom IP network","215","Huawei Cloud Service","9098","socks4","1215","1","2023-02-06T05:09:00.652Z","96","896","930"
"203.24.108.194","elite","AS209242","CY","Cloudflare London, LLC","1","Lachtaristo Holdings Limited","80","socks4","1260","1","2023-02-06T05:09:00.254Z","100","869","869"
"212.72.149.234","elite","AS16010","GE","SANET-BOLNISI","196","Sanet LTD","4145","socks4","1180","1","2023-02-06T05:09:00.994Z","76","756","990"
"104.17.166.210","elite","AS13335","CA","American Registry Internet Numbers","1","American Registry Internet Numbers","80","socks4","1236","1","2023-02-06T05:09:00.255Z","100","987","987"
"62.220.112.137","elite","AS42337","IR","Respina Networks & Beyond PJSC","131","Respina","5678","socks4","1359","1","2023-02-06T05:09:00.655Z","78","754","970"
"159.65.245.126","elite","AS14061","US","DigitalOcean, LLC","361","Digital Ocean","7497","socks5","1155","1","2023-02-06T05:09:00.995Z","95","897","943"
"177.105.68.74","elite","AS262637","BR","Netprimus Tecnologia Ltda","187","Netprimus Tecnologia Ltda","4153","socks4","1377","1","2023-02-06T05:09:00.631Z","100","985","989"
"103.79.96.202","elite","AS64308","ID","PT IndoDev Niaga Internet","190","PT IndoDev Niaga Internet","4153","socks4","1142","1","2023-02-06T05:09:00.995Z","100","982","986"
"193.239.101.11","elite","AS12741","PL","Netia SA","98","SolarMe Tomasz Kaszynski","44712","socks4","1341","1","2023-02-06T05:09:00.632Z","75","744","990"
"172.104.251.179","elite","AS63949","DE","Linode, LLC","10","Linode","80","socks5","1276","1","2023-02-06T05:09:00.651Z","100","989","989"
"191.102.82.83","elite","AS262186","CO","TV AZTECA SUCURSAL COLOMBIA","155","TV AZTECA SUCURSAL COLOMBIA","4153","socks4","1190","1","2023-02-06T05:09:00.994Z","99","980","991"
"62.94.218.90","elite","AS15589","IT","Clouditalia S.p.A.","45","N/A","8080","socks4","1345","1","2023-02-06T05:09:00.260Z","100","869","869"
"51.79.50.22","elite","AS16276","CA","OVH SAS","83","OVH Hosting, Inc.","9300","http","1329","691","2023-02-06T05:09:00.652Z","99","868","877"
"45.79.230.234","elite","AS63949","US","Linode, LLC","144","Linode","443","socks4","1189","1","2023-02-06T05:09:00.255Z","100","989","991"
"84.2.233.239","elite","AS5483","HU","Magyar Telekom","43","Hajdunanasi Ruhaipari Ker.es Szolg. Kft","4153","socks4","1238","1","2023-02-06T05:09:00.993Z","97","958","991"
"102.165.242.129","elite","AS37315","ZA","Cipherwave","167","Home Connect","5678","socks4","1293","1","2023-02-06T05:09:00.231Z","95","907","950"
"5.34.74.234","elite","AS21299","KZ","2Day Telecom LLP","103","N/A","5678","socks4","1224","1","2023-02-06T05:09:00.993Z","99","958","972"
"31.204.28.136","elite","AS207710","US","SIA \"Singularity Telecom\"","147","Popov Andry Vasilievich","5432","socks5","1334","1","2023-02-06T05:09:00.650Z","100","904","906"
"82.142.147.174","elite","AS3216","RU","EDN SOVINTEL","73","N/A","4145","socks4","1304","1","2023-02-06T05:09:00.228Z","99","984","990"
"222.165.231.202","elite","AS24207","ID","PT NettoCyber Indonesia","168","N/A","41541","socks4","1358","1","2023-02-06T05:09:00.632Z","99","986","991"
"184.105.133.1","elite","AS6939","US","Hurricane Electric LLC","133","Hurricane Electric","48324","socks4","1317","1","2023-02-06T05:08:59.328Z","100","953","953"
"170.254.255.224","elite","AS52584","BR","Connect Fibra","206","Connect Fibra","45816","socks4","1248","1","2023-02-06T05:08:59.764Z","97","903","932"
"196.44.181.37","elite","AS31856","ZW","YoAHRE-MAIN","197","N/A","5678","socks4","1276","1","2023-02-06T05:08:59.764Z","96","936","972"
"163.47.35.102","elite","AS23688","BD","Link3 Technologies Limited","214","Corporate Subscriber","4145","socks4","1265","1","2023-02-06T05:08:59.329Z","94","904","966"
"221.224.213.156","elite","AS4134","CN","CHINANET jiangsu province network","208","N/A","1080","socks4","1297","1","2023-02-06T05:08:59.329Z","80","791","989"
"113.140.74.26","elite","AS4134","CN","Chinanet","190","Chinanet SN","8000","socks4","1213","1","2023-02-06T05:08:59.792Z","97","938","972"
"157.245.134.203","elite","AS14061","US","DigitalOcean, LLC","85","DigitalOcean, LLC","12851","socks4","1170","1","2023-02-06T05:08:59.358Z","65","583","894"
"103.80.210.174","elite","AS17882","MN","Unidish LLC","212","N/A","5678","socks4","1252","1","2023-02-06T05:08:59.356Z","98","977","992"
"212.126.5.246","elite","AS8364","PL","Institute of Bioorganic Chemistry Polish Academy of Science","31","Pozman ZOO","42344","socks4","1331","1","2023-02-06T05:08:59.328Z","100","956","957"
"5.8.240.92","elite","AS3178","IQ","FastLine Communication And Information Technology","93","FastLine Communication And Information Technology Ltd","4153","socks4","1290","1","2023-02-06T05:08:59.763Z","100","989","992"
"103.109.56.209","elite","AS137449","BD","Skynet Chowmuhani","184","N/A","1080","socks4","1164","1","2023-02-06T05:08:59.332Z","99","974","986"
"104.251.81.87","elite","AS11325","US","Altus Communications Inc.","86","BraveWay","14778","socks5","1292","1","2023-02-06T05:08:59.354Z","100","986","987"
"103.40.122.194","elite","AS63508","ID","PT DINAMIKA MEDIAKOM","328","N/A","1080","socks4","1237","1","2023-02-06T05:08:59.765Z","99","956","968"
"103.251.221.37","elite","AS58972","IN","BHOMIKA","193","Bhomika","4145","socks4","1261","1","2023-02-06T05:08:59.764Z","99","983","990"
"102.66.237.12","elite","AS328471","ZA","HERO TELECOMS (PTY) LTD","189","Herotel","5678","socks4","1233","1","2023-02-06T05:08:59.330Z","66","643","978"
"212.83.143.103","elite","AS12876","FR","Online S.A.S.","1","ONLINE","19675","socks4","1406","1","2023-02-06T05:08:58.604Z","100","896","896"
"162.255.108.245","elite","AS54755","US","Desert Winds Wireless","151","Desert Winds Wireless Inc","5678","socks4","1662","1","2023-02-06T05:08:58.249Z","100","989","992"
"45.7.177.178","elite","AS266626","BR","Litoral Telecom","197","Litoral Telecom","39867","socks4","1369","1","2023-02-06T05:08:58.931Z","98","919","938"
"195.225.48.177","elite","AS51357","UA","Kishchenko N.M. PE","42","Kishchenko N.M. PE","55774","socks4","1554","1","2023-02-06T05:08:58.599Z","95","837","879"
"173.244.200.158","elite","AS32780","US","Hosting Services, Inc.","73","Hosting Services, Inc.","13838","socks4","1421","1","2023-02-06T05:08:58.603Z","100","979","979"
"187.95.82.53","elite","AS262696","BR","Turbonet Telecomunica??es","191","Turbonet Telecomunicações","3629","socks4","1436","1","2023-02-06T05:08:58.603Z","99","985","990"
"209.159.153.19","elite","AS19318","US","Interserver, Inc","73","Interserver, Inc","61841","socks5","1598","1","2023-02-06T05:08:58.596Z","100","910","913"
"46.191.235.167","anonymous","AS24955","RU","JSC \"Ufanet\"","64","JSC Ufanet","443","http","1649","1130","2023-02-06T05:08:58.602Z","99","986","991"
"23.231.34.48","elite","AS62904","US","Eonix Corporation","112","Eonix Corporation","80","socks4","1344","1","2023-02-06T05:08:58.944Z","100","946","950"
"188.173.14.99","elite","AS48161","RO","SC NextGen Communications SRL","49","SC NextGen Communications SRL","36835","socks4","1600","1","2023-02-06T05:08:58.250Z","100","985","988"
"147.139.199.251","elite","AS45102","ID","Alibaba.com LLC","161","ALICLOUD-ID","61524","socks5","1217","1","2023-02-06T05:08:58.962Z","100","989","991"
"51.83.140.70","elite","AS16276","PL","OVH SAS","30","OVH Sp. z o. o","8181","socks5","1264","1","2023-02-06T05:08:58.960Z","100","989","991"
"103.209.230.185","elite","AS135115","BD","WIMS1","181","N/A","4153","socks4","1569","1","2023-02-06T05:08:58.598Z","98","970","992"
"139.180.170.204","elite","AS20473","AU","Choopa","268","N/A","44444","socks5","1228","1","2023-02-06T05:08:58.961Z","100","983","984"
"77.46.153.185","elite","AS8400","RS","TELEKOM-SRBIJA","32","N/A","5678","socks4","1583","1","2023-02-06T05:08:58.597Z","98","939","956"
"103.137.108.86","elite","AS138023","BD","Creation Online","186","Creation Online","5678","socks5","1240","1","2023-02-06T05:08:58.961Z","98","942","965"
"221.219.97.117","elite","AS4808","CN","China Unicom Beijing Province Network","245","N/A","1080","socks5","1493","1","2023-02-06T05:08:58.601Z","76","729","959"
"103.86.1.34","elite","AS136371","IN","Airwir Technologies Private Limited","171","Airwir Technologies Private Limited","4145","socks4","1379","1","2023-02-06T05:08:58.931Z","100","969","969"
"202.75.102.198","elite","AS45710","ID","Yudhawira Khatulistiwa","924","Choice","3629","socks4","1311","1","2023-02-06T05:08:58.932Z","97","882","908"
"110.185.105.210","elite","AS38283","CN","CHINANET SiChuan Telecom Internet Data Center","236","Chinanet SC","51800","socks4","1314","1","2023-02-06T05:08:58.626Z","84","791","937"
"177.66.195.114","elite","AS262503","BR","Wiki Telecomunicacoes Eireli","198","Maranhão Telecom ltda ME","4145","socks4","1279","1","2023-02-06T05:08:58.933Z","99","962","976"
"185.87.121.35","elite","AS29262","TR","Ideal Hosting Teknoloji","49","iDeal","8975","socks5","1320","1","2023-02-06T05:08:58.959Z","100","874","876"
"180.94.64.58","elite","AS55330","AF","Cafe-AFGHANTELECOM","102","N/A","5678","socks4","1225","1","2023-02-06T05:08:58.263Z","97","869","895"
"34.64.4.65","elite","AS139070","SG","Google Asia Pacific Pte. Ltd.","250","Google LLC","80","socks5","1243","1","2023-02-06T05:08:58.264Z","100","868","868"
"172.87.152.122","elite","AS11427","US","Spectrum","119","Laredo Executive INN","39593","socks4","1306","1","2023-02-06T05:08:57.437Z","98","954","978"
"109.167.83.209","elite","AS29119","ES","Aire Networks Del Mediterraneo SL Unipersonal","58","Ciberdolar","5678","socks4","1275","1","2023-02-06T05:08:57.438Z","98","954","972"
"157.185.161.100","elite","AS54994","US","Quantil Networks Inc","143","Quantil Networks Inc","26589","socks5","1286","1","2023-02-06T05:08:57.837Z","100","867","870"
